ID,NCP,SEC,GRU,NMANZ,NPARC,ZONA_ACTIVIDAD,CATEGORIA_TRIBUTARIA_PRELIMINAR,COEFICIENTE,CRITERIO
31090,0100010000000689--009--,0,0,689,9,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31091,0100010000000228--021--,0,0,228,21,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31092,0100010000000709--011--,0,0,709,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31093,0100011010960000--001--,101,96,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31094,0100010000000669--001--,0,0,669,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31095,0100010063290000--001--,6,329,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31096,0100010000000689--012--,0,0,689,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31097,0100010000000178--008--,0,0,178,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31098,0100010000000651--012--,0,0,651,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31099,0100010000000177--002--,0,0,177,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31100,0100010000000181--001--,0,0,181,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31101,0100010000000670--016--,0,0,670,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31102,0100010000000151--005--,0,0,151,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31103,0100010000000177--014--,0,0,177,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31104,0100010000000151--014--,0,0,151,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31105,0100010000000228--005--,0,0,228,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31106,0100010000000204--006--,0,0,204,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31107,0100010000000689--007--,0,0,689,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31108,0100010000000204--010--,0,0,204,10,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31109,0100010000000634--006--,0,0,634,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31110,0100010000000634--005--,0,0,634,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31111,0100010000000651--002--,0,0,651,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31112,0100010000000204--005--,0,0,204,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31113,0100010000000180--011--,0,0,180,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31114,0100010000000228--022--,0,0,228,22,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31115,0100010000000210--004--,0,0,210,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31116,0100010000000709--004--,0,0,709,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31117,0100010000000177--015--,0,0,177,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31118,0100010000000670--013--,0,0,670,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31119,0100010000000204--016--,0,0,204,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31120,0100010000000709--013--,0,0,709,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31121,0100010000000634--012--,0,0,634,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31122,0100010000000689--008--,0,0,689,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31123,0100010000000228--003--,0,0,228,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31124,0100010000000228--030--,0,0,228,30,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31125,0100010000000151--004--,0,0,151,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31126,0100010000000689--006--,0,0,689,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31127,0100010000000204--011--,0,0,204,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31128,0100010000000228--023--,0,0,228,23,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31129,0100010000000151--016--,0,0,151,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31130,0100010000000689--013--,0,0,689,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31131,0100010000000180--008--,0,0,180,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31132,0100010000000180--007--,0,0,180,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31133,0100010000000151--017--,0,0,151,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31134,0100010000000227--008--,0,0,227,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31135,0100010000000689--014--,0,0,689,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31136,0100010000000670--017--,0,0,670,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31137,0100010000000652--007--,0,0,652,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31138,0100010000000651--001--,0,0,651,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31139,0100010000000709--003--,0,0,709,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31140,0100010000000178--009--,0,0,178,9,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31141,0100010000000204--004--,0,0,204,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31142,0100010000000177--001--,0,0,177,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31143,0100010052310000--001--,5,231,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31144,0100010000000709--014--,0,0,709,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31145,0100010000000210--003--,0,0,210,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31146,0100010000000204--012--,0,0,204,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31147,0100010000000151--003--,0,0,151,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31148,0100010000000689--005--,0,0,689,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31149,0100010000000180--012--,0,0,180,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31150,0100010000000670--012--,0,0,670,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31151,0100010000000180--013--,0,0,180,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31152,0100010000000634--004--,0,0,634,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31153,0100010000000689--015--,0,0,689,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31154,0100010000000151--002--,0,0,151,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31155,0100010000000670--018--,0,0,670,18,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31156,0100010000000670--009--,0,0,670,9,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31157,0100010000000228--024--,0,0,228,24,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31158,0100010000000652--006--,0,0,652,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31159,0100010000000670--010--,0,0,670,10,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31160,0100010000000670--019--,0,0,670,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31161,0100010000000634--013--,0,0,634,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31162,0100010000000204--013--,0,0,204,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31163,0100010000000228--029--,0,0,228,29,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31164,0100010000000180--006--,0,0,180,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31165,0100010000000180--022--,0,0,180,22,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31166,0100010000000709--002--,0,0,709,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31167,0100010000000178--007--,0,0,178,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31168,0100010000000670--011--,0,0,670,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31169,0100010000000709--015--,0,0,709,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31170,0100010000000689--016--,0,0,689,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31171,0100010000000151--001--,0,0,151,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31172,0100010000000180--014--,0,0,180,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31173,0100010000000178--010--,0,0,178,10,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31174,0100010000000228--026--,0,0,228,26,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31175,0100010000000634--003--,0,0,634,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31176,0100010000000670--008--,0,0,670,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31177,0100010000000204--003--,0,0,204,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31178,0100010000000730--010--,0,0,730,10,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31179,0100010000000689--017--,0,0,689,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31180,0100010000000228--031--,0,0,228,31,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31181,0100010000000652--008--,0,0,652,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31182,0100010000000670--020--,0,0,670,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31183,0100010000000180--020--,0,0,180,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31184,0100010000000178--004--,0,0,178,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31185,0100010000000634--014--,0,0,634,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31186,0100010000000178--011--,0,0,178,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31187,0100010000000228--002--,0,0,228,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31188,0100010000000689--004--,0,0,689,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31189,0100010000000689--018--,0,0,689,18,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31190,0100010000000178--006--,0,0,178,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31191,0100010000000180--005--,0,0,180,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31192,0100010063290000--002--,6,329,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31193,0100010000000709--016--,0,0,709,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31194,0100010000000710--007--,0,0,710,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31195,0100010000000209--006--,0,0,209,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31196,0100010000000180--015--,0,0,180,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31197,0100010000000670--007--,0,0,670,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31198,0100010000000209--007--,0,0,209,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31199,0100010000000730--009--,0,0,730,9,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31200,0100010000000204--014--,0,0,204,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31201,0100010000000634--002--,0,0,634,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31202,0100010000000689--019--,0,0,689,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31203,0100010000000652--005--,0,0,652,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31204,0100010000000670--006--,0,0,670,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31205,0100010000000178--005--,0,0,178,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31206,0100010000000210--002--,0,0,210,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31207,0100010000000228--001--,0,0,228,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31208,0100010000000178--003--,0,0,178,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31209,0100010000000689--020--,0,0,689,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31210,0100010000000670--021--,0,0,670,21,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31211,0100010000000178--012--,0,0,178,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31212,0100010000000710--008--,0,0,710,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31213,0100010000000180--016--,0,0,180,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31214,0100010000000709--001--,0,0,709,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31215,0100010000000670--005--,0,0,670,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31216,0100010000000730--008--,0,0,730,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31217,0100010000000205--006--,0,0,205,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31218,0100010000000204--002--,0,0,204,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31219,0100010000000689--003--,0,0,689,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31220,0100010000000204--015--,0,0,204,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31221,0100010000000180--004--,0,0,180,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31222,0100010000000210--001--,0,0,210,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31223,0100010000000690--013--,0,0,690,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31224,0100010000000689--002--,0,0,689,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31225,0100010000000652--004--,0,0,652,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31226,0100010000000670--022--,0,0,670,22,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31227,0100010000000634--001--,0,0,634,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31228,0100010000000205--022--,0,0,205,22,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31229,0100010000000178--013--,0,0,178,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31230,0100010000000689--021--,0,0,689,21,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31231,0100010000000180--017--,0,0,180,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31232,0100010000000710--009--,0,0,710,9,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31233,0100010000000670--004--,0,0,670,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31234,0100010000000730--006--,0,0,730,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31235,0100010000000730--007--,0,0,730,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31236,0100010000000209--008--,0,0,209,8,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31237,0100010000000690--014--,0,0,690,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31238,0100010000000730--011--,0,0,730,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31239,0100010000000670--023--,0,0,670,23,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31240,0100010000000205--005--,0,0,205,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31241,0100010000000209--004--,0,0,209,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31242,0100010000000180--003--,0,0,180,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31243,0100010000000689--001--,0,0,689,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31244,0100010000000670--003--,0,0,670,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31245,0100010000000228--028--,0,0,228,28,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31246,0100010000000205--004--,0,0,205,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31247,0100010000000710--006--,0,0,710,6,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31248,0100010053130000--002--,5,313,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31249,0100010000000730--005--,0,0,730,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31250,0100010000000204--001--,0,0,204,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31251,0100010000000180--018--,0,0,180,18,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31252,0100010000000670--024--,0,0,670,24,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31253,0100010000000652--003--,0,0,652,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31254,0100010000000690--012--,0,0,690,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31255,0100010000000730--012--,0,0,730,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31256,0100010000000652--011--,0,0,652,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31257,0100010052940000--001--,5,294,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
31258,0100010000000229--002--,0,0,229,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31259,0100010000000670--002--,0,0,670,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31260,0100010000000205--007--,0,0,205,7,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31261,0100010000000180--002--,0,0,180,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31262,0100010000000180--019--,0,0,180,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
31263,0100010000000710--010--,0,0,710,10,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
